id,n_explotacion,cuenta,superficie,superficie_bpa,tecnificacion,sistematizacion_con_terrazas,rotacion_gramineas_y_cultivos_de_servicios,pasturas_implantadas,participacion_grupos_asociativos,nutricion_de_suelos,manejo_cultivos_intensivos,certificaciones,capacitacion,ag_tech,plan_pecuario,manejo_ganaderia_integrada,indic_agro,gestion_de_riesgo,eje_persona,eje_planeta,eje_prosperidad,total
bpa2019.267,RISCALDINO/BONAVIA/LA TITA/GASTELU,360302079842,48.67,48.67,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.268,Campo Monina,300101630025,32.95,32.95,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.269,Planta Silo,180204599082,52.63,52.63,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.270,ESTABLECIMIENTO SANTA ROSA S.R.L.,300110709505,42.75,14.25,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.271,LA TERESA,300201528554,68.03,68,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.272,Tres Hermanas,300404658364,16.67,16.67,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.273,DON LITO 2,250618872277,66.61,29,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.274,El Eje-María Josefa-Peralta,340201951858,225.45,102.58,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.275,ESTABLECIMIENTO SANTA ROSA S.R.L.,300110771499,14.25,14.25,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.276,La Inesita,300502246104,3.38,3.38,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.277,SARTORE,270609999451,14.98,14.98,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.278,luis prun,190304564273,6.63,6.63,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.279,EL FLORENTINO,360118237010,224.92,224.92,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.280,CAMPO QUARANTA LA ESPERANZA 174,330525501159,173.93,173.93,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.281,La Juana,190316837763,35.35,13,si,,,,,,,,,,,,,,no,no,si,1
bpa2019.282,La Celeste Morrison,360215294737,14.58,14.58,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.283,ESTABLECIMIENTO SANTILLAN,170200718464,2.18,2,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.284,RANCHO 3H,220325677627,175.62,175.62,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.285,luis prun,190300967896,6.63,6.63,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.286,M.A.F.F.  S.A.,190504580192,74.36,74.36,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.287,Anita,360410062069,124.39,44.11,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.288,SANCHEZ AMEZCUA SA,290123426493,31.77,30,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.289,La Celeste Morrison,360215294834,7.32,7.32,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.290,LA PALMERA,360402007423,50,40,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.291,Tala,250816524446,68.28,68.28,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.292,UNIDAD MANEJO 1,220140057215,74.42,74.42,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.293,IPOLITI,190500944572,5.26,5,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.294,ESTANCIA EL CHIPION,300316908369,387.62,387.62,,,,,,,,,,,si,,,,no,si,no,1
bpa2019.295,PIQUILLIN,250906958470,34.74,34,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.296,EDUARDO,240603753047,27.23,27.23,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.297,Peccoud aldo - mari,330601870118,31.63,31.63,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.298,AGUIRRE CARDOZO FIDEL,330119106737,2,0.5,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.299,LA CAROLINA,250312392417,101.04,101.04,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.300,1,250405177184,50.4,50,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.301,bodo,180219527851,58.24,58,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.302,Establecimiento El Silencio,180402915283,300.58,300,,,,,,,,,,,si,,,,no,si,no,1
bpa2019.303,Campo Pocholo,270603810951,101.33,35,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.304,Campo Scarafiocca,330502400096,121.53,75.91,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.305,sin nombre,300101608577,41.88,41.88,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.306,DON LITO I,250605182085,43.41,43.4,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.307,ANA/JOSÉ,360102099393,19.54,19.53,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.308,Los Manantiales,270926036774,219.9,150,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.309,Lote1,190400864181,84.57,84,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.310,SANCHEZ JOSE ALBERTO MARTIN,240717022824,367.89,70,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.311,ANA/JOSÉ,360202465656,186.62,186.61,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.312,NORTE,251041692874,1.05,1,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.313,UNIDAD 2,300316900996,61.55,61,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.314,TC 83 - CARRARI,130309747918,5.2,5.2,,,,,,,,,,si,,,,,no,no,si,1
bpa2019.315,SCARABELLI,190600841126,21.14,21,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.316,Ex Mensa (propio),300101628934,67.5,67,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.317,brussi,310440689310,60.94,53.32,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.318,CASA,360302036931,92.97,92.97,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.319,La Celeste Morrison,360211114874,223.71,223.71,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.320,SERENO SEBASTIAN GABRIEL,300202616660,19.21,19.2,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.321,ANA/JOSÉ,360302480822,56.24,56.24,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.322,"""El Fuerte"" y ""Peralta Enzo Omar""",260204151336,24.41,21,,,,,,,,,,,si,,,,no,si,no,1
bpa2019.323,TETELO,190717802229,50.16,7,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.324,Don Gustavo,340326074492,250,130.64,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.325,Campo Pocholo,270602891515,12,12,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.326,CAMPO PATERNO,160128231339,28.97,14,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.327,GIORDANO,190116819337,115,115,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.328,CASCO,310405773847,76.08,25,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.329,Campo Peretti N,300201547494,28.69,28.69,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.330,nestor/ruben  colonia caroya,130220249612,61.64,57,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.331,Don Victor,360202236118,83,83,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.332,SANTA LUCIA,340202699974,599.25,599,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.333,General Paz,130340528833,105.58,100,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.334,PLANTA -PALINGO-FLORENCIO,310401708471,4,4,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.335,PATTINI 55,190609795801,54.65,54,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.336,SAMPIETRO,360312098560,49.48,49.48,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.337,DOÑA AURORA,160225967994,85.48,85.48,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.338,SAN AGUSTIN II,300103261442,17.43,17.43,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.339,ESTABLECIMIENTO SANTA ROSA S.R.L.,300122375424,55,55,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.340,POMBA,360102037321,76.65,76.65,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.341,50 regino otro,310401713254,50.04,50.04,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.342,SAN AGUSTIN II,300106570829,48.17,48.17,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.343,PORTA,160101758416,32.14,32.13,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.344,El Descanso,270705160675,28.37,25,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.345,TC 102 - HEREDIA,251127312098,63.9,63.9,,,,,,,,,,si,,,,,no,no,si,1
bpa2019.346,DON PACHIN,360427005450,11.58,11.58,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.347,silva,140402628771,188,100,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.348,COLONIA CARAGRIO 1,190300964129,78.23,39,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.349,isla verde,360302080409,1.91,1.9,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.350,Porta,310512182550,124.43,84.1,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.351,DON GERVASIO,240502910672,200,200,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.352,Esquina,250904617616,34.18,34.18,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.353,ORDOÑEZ,340201958607,12.68,12,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.354,PICO CHACO,360311113123,402.03,402,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.355,Candelaria,120704367452,93.97,50,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.356,PLANTA -PALINGO-FLORENCIO,310401708293,8.17,8,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.357,Don Lorenzo,300601490432,57.95,57.95,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.358,RIOS,360425731595,11.81,11.81,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.359,TC 83 - CARRARI,251103541428,48.64,48.64,,,,,,,,,,si,,,,,no,no,si,1
bpa2019.360,SERENO SEBASTIAN GABRIEL,300201531547,97.77,20.78,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.361,campo di pietro miriam del carmen,190506168272,9.4,9.4,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.362,Campo la costa,330105216572,21.61,15,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.363,el chalet,360416756321,52.84,52.84,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.364,Establecimiento La Chacha,360502133086,0,0,,,,,,,,,,,si,,,,no,si,no,1
bpa2019.365,Campo Grande,240724001115,3720.53,1770,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.366,Esquina,250906942514,40.33,3.5,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.367,CAMPO MALLIA,300211448915,141.87,98,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.368,RUANI,190305299034,33.76,33.76,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.369,PATTINI 31,190627422907,31.46,31,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.370,ZAMPROGNO,190610655975,127.78,106,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.371,EL HUGUITO,240501165256,49.03,49.03,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.372,DON LITO I,250602891824,13.35,13.3,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.373,HERNANDO PUJIO,330603993543,86.03,86.03,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.374,Carlos Fontan Balestra,220325673214,907.5,852,,,,,,,,si,,,,,,,no,no,si,1
bpa2019.375,dolores,180211278992,29.12,21,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.376,DON LITO I,250612387091,156.38,55,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.377,Campo Pocholo,270602891507,12,12,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.378,JOSE-PACO,310440496970,124.66,122,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.379,videosevich,360307526014,184.23,90,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.380,ANA/JOSÉ,360105948910,11.37,11.36,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.381,campo di pietro miriam del carmen,190506168299,6.39,6.39,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.382,Angeletti adelqui,190517819011,27.24,27.24,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.383,BECCARIA,150400702707,1405.58,20,,,,,,,,,,,si,,,,no,si,no,1
bpa2019.384,Panero y Macagno,300622922383,125.92,48,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.385,Campo Barbero,120321342910,100,100,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.386,EL DANTE,360302088914,136,136,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.387,CAMPO CARRERA,180116632401,11.45,11.45,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.388,Gr,240101060081,33.99,33.99,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.389,RUANI,190305299026,10.93,10.93,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.390,EL NONO,240640310571,33.31,5,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.391,DOS MARIA,130303884247,207.15,44,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.392,NEGRO,251016536698,17.42,17,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.393,Boleta,360502117544,150,40,si,,,,,,,,,,,,,,no,no,si,1
bpa2019.394,La taperita,360303525595,169.52,84.75,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.395,El cometa S.R.L.,300141058600,19.04,19,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.396,San Andres,360516772375,224.24,15,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.397,la lita y la palmira,130310364607,72.94,72.94,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.398,PRIMO,190500952711,35.19,35,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.399,DIEGO2018,250401259798,242.26,14,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.400,El Ombu,130326057801,153.54,153.54,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.401,cascabel,250919646591,34.88,32,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.402,El Eje,130223064427,225.35,105,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.403,CASCO,310402485590,46.52,15,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.404,PLANTA -PALINGO-FLORENCIO,270427471435,0.33,0.3,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.405,El cometa S.R.L.,300111624431,44,44,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.406,luis propio,360527136136,124.04,124,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.407,SAN AGUSTIN,300106514732,32.31,32.31,si,,,,,,,,,,,,,,no,no,si,1
bpa2019.408,TC 43 - SOLER,251104638484,13.23,13.23,,,,,,,,,,si,,,,,no,no,si,1
bpa2019.409,Virgen del valle,340417712572,94.61,86,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.410,PLANTA -PALINGO-FLORENCIO,310407488279,4.21,4,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.411,1,300501469029,38.38,38,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.412,ESTABLECIMIENTO SANTA ROSA S.R.L.,300101606710,9.74,9.74,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.413,MARIA GLORIA,260205197691,37.37,37.37,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.414,NORTE,251041692866,1.21,1.2,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.415,La Escuelita,360502791113,8.33,6,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.416,El Chiquito,220110665661,178.4,130,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.417,DON LITO 2,250609810692,8.9,8.8,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.418,bustos,140402628771,188,100,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.419,La Inesita,300501478737,163.6,163.6,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.420,TC 47 - PUERTA,251117227807,27.26,27.26,,,,,,,,,,si,,,,,no,no,si,1
bpa2019.421,PALLADINO,190300960581,79.14,20,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.422,ANA/JOSÉ,360140807679,326.37,326.36,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.423,"95 y 15 caceres, montiel, chentino y ciardella",310423514433,95.33,83.41,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.424,Santa Emilia,300116912566,24.01,24,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.425,OVIEDO,360302028857,103.69,103,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.426,SAN AGUSTIN II,300101605110,31.71,31.71,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.427,dolores,180208117392,20.5,20.5,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.428,Ulla,300601679926,44.57,44.57,,,,,,,,,,si,,,,,no,no,si,1
bpa2019.429,Doña Luisa,330611166125,19.66,19.66,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.430,Ergo,330221998731,139.78,139.78,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.431,LA FLORIDA,360103700490,84.19,84.19,,,,,,,,,,,si,,,,no,si,no,1
bpa2019.432,DON JUAN - SAN PASCUAL,300111561188,100,100,,,,,,,,,,,,,si,,si,no,no,1
bpa2019.433,CAMPO PRATTO,270916526307,45.5,12,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.434,Emimar,220102315464,217.61,190,,,,,,,,,,,,,si,,si,no,no,1
bpa2019.435,340,270601362535,92.46,90,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.436,La Esperanza,360403701404,88.73,88.73,si,,,,,,,,,,,,,,no,no,si,1
bpa2019.437,NORTE,251041692921,18.2,18,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.438,Las  Chicas,270901335696,88.39,88.39,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.439,DON CARLOS,190303611138,84.78,84.78,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.440,LA MATILDE,360302087284,63.62,63.62,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.441,LA OLGA,160328190581,55.46,14,,,,,,,,,,,si,,,,no,si,no,1
bpa2019.442,Don Lorenzo,300601672395,105.63,105.63,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.443,Agricultura Pettina,130200572085,94.48,55,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.444,MARIA TOSCANO,190619293341,85.56,85.56,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.445,ANA/JOSÉ,360302078234,27.54,27.54,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.446,LA NORMA,150140019081,353.46,175,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.447,LA OLGA,160328190581,55.46,41.46,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.448,Establecimiento La Primavera,240607188204,3.66,3.66,si,,,,,,,,,,,,,,no,no,si,1
bpa2019.449,DON OCTAVIO,130305968111,25,25,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.608,La Esperanza,360403706872,99.64,99.64,si,,,,,,,,,,,,,,no,no,si,1
bpa2019.450,ARCE,130305968111,25,25,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.451,CAMPO ALEGRE,340203106586,93.21,93.21,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.452,martin,150116955867,30.62,30,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.453,Mensa Marcelo Alfonso,300116496325,19.77,8,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.454,ANA ZUMARAN,160319181072,78.39,78.39,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.455,La Escuelita,360502791121,8.33,6,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.456,RACCA,270640566091,43.5,43.5,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.457,CAMPO PISONI,250819647191,1.93,1.93,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.458,TC 43 - SOLER,251104624882,18.59,18.59,,,,,,,,,,si,,,,,no,no,si,1
bpa2019.459,EL TACO,300627410453,58.11,58,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.460,CASCO,310401706177,10.69,3,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.461,CARLOS,310428017896,107.5,107.5,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.462,CAMPO ALMAFUERTE,330101902820,100.31,84,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.463,MORETTI,190609258008,49.48,25,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.464,ALFONSO,300101647777,42.09,42.09,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.465,DOTTI,300101612752,172.01,144.08,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.466,Ex Trossero (propio),300101648684,13.34,13.34,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.467,La Recompensa,120227042457,22.47,22.46,,,,,,,,,,,si,,,,no,si,no,1
bpa2019.468,Virgen del valle,340401970431,10,8,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.469,Planta Silo,180205277551,37.3,37.3,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.470,Lucatti,330611086067,75.46,29,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.471,Peccoud aldo - mari,330602222811,27.16,27.16,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.472,Establecimiento La Maluca,130224201550,1140.79,1140.79,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.473,LOS HELENOS,270206948458,197.94,191,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.474,Hanun,130427500609,118.73,60,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.475,CHACRITA SUR,300101606914,26,19,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.476,RISO,300101612744,48.92,21,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.477,DOTTI,300101612744,48.92,48.92,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.478,DON LITO I,250603150640,13.35,13.3,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.479,La Pichona,240609640473,225.79,225.79,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.480,um 1,300101640021,66.32,66.32,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.481,Maquinista,250103617100,89.26,62.62,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.482,Esquina,250906939572,34.18,34.18,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.483,Tapera,310401707122,164,163,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.484,BUSTOS OSCAR ADOLFO,260418127823,536.81,500,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.485,PIOLA,240603753055,100,56,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.486,Rosamet,300301517967,165.22,165.21,,,,,,,,,,,si,,,,no,si,no,1
bpa2019.487,SONA,220100772744,179.23,55,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.488,La Pichona,240609640465,224.44,224.44,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.489,Arata,160222334397,487.63,47,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.490,La Virginia,340440549867,15.86,15.86,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.491,S/D,300140973819,320.93,320,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.492,El Sauce,190308101511,87.1,83.24,si,,,,,,,,,,,,,,no,no,si,1
bpa2019.493,ESTANCIA MALAGUEÑO,310218555887,99.13,99.13,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.494,nestor/ruben  colonia caroya,130224307374,12.22,11,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.495,TC 83 - CARRARI,130300607293,5.64,5.64,,,,,,,,,,si,,,,,no,no,si,1
bpa2019.496,Vegla,240303091549,119.31,119,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.497,DON JUAN - SAN PASCUAL,300140850601,54.51,54,,,,,,,,,,,,,si,,si,no,no,1
bpa2019.498,LA ADELA,300312351947,200.69,200.69,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.499,Carignano y Ex Arnodo (propio),300122373782,42.29,42.29,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.500,Establecimiento La Primavera,240601084717,6.5,6.5,si,,,,,,,,,,,,,,no,no,si,1
bpa2019.501,CAMPO RIZZOLI,330304501294,66.45,66.45,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.502,UM 7,340320956698,295.26,295,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.503,ESTANCIA MALAGUEÑO,310124865955,259.98,259.98,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.504,Yucat (Renspa en trámite),160601846532,20458.14,260.7,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.505,DIEGO 2018,300512252242,25.59,12.5,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.506,DIEGO 2018,300512252242,25.59,12.5,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.507,CONTRERAS,340201958151,26.05,23,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.508,Campo - La Negra,330619138732,129.16,129.16,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.509,Rio I,251017226242,25,25,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.510,EL NONO,240640310562,33.31,16.65,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.511,TC 43 - SOLER,251104638531,20.38,20.38,,,,,,,,,,si,,,,,no,no,si,1
bpa2019.512,CUFFIA,270640566083,43.5,43.5,si,,,,,,,,,,,,,,no,no,si,1
bpa2019.513,CONTRERAS,340201958160,20.85,16,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.514,Ferrero,251109758909,5.71,5,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.515,sin nombre,300103440975,20.92,20.92,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.516,LA ARGENTINA,340204514629,1394.44,1340,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.517,Campo Spaccesi,330102368592,26.05,26.05,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.518,Maquinista,250117205505,44.85,44,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.519,Sant-Yago,270901324830,272.27,272.27,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.520,Planta Silo,180204588749,18.64,18.64,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.521,AM99,270928037905,99.48,99.48,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.522,CAMPO ARIÑO,240502792220,107.26,75,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.523,San José,240503573289,241.41,241,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.524,SANTA MARIA,340241556251,854.59,778,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.525,Peccoud aldo - mari,330604506778,103.95,103.95,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.526,El Fortin,220119414385,238.26,230,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.527,isla verde,360302182350,199.9,199,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.528,La Pichona,240609640481,306.35,306.35,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.529,LA MAYACA LOTE 3,360418247726,149.31,149.31,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.530,Quinta,300201550215,132.96,132,,,,,,si,,,,,,,,,no,si,no,1
