Año,activa,ag_tech,agricultura_de_precision,bioinsumos,bpa_total,caminos_rurales,capacitacion,certificaciones,cuenta,economia_circular,efic_energ_y_energia_renov,eje_alianza,eje_persona,eje_planeta,eje_prosperidad,geometry,gestion_de_riesgo,id,indic_agro,integ_comunidad,manejo_de_cultivo_int,manejo_ganaderia_integrada,n_explotacion,nutricion_suelo,participacion_grup_asociativo,pasturas_implantadas,plan_pecuario,polinizacion,responsabilidad_social,rotacion_gramineas,sistema_terraza,superficie,superficie_bpa,tecn_pecuaria,tranqueras_abiertas,trazabilidad,centroide_proj,lon,lat,index_right,localidad
2020-01-01,0,No reportado,No reportado,No reportado,2,No reportado,No reportado,No reportado,170106151442,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4386672.707263138 6603896.677539631),No reportado,bpa2020.2060,No reportado,No reportado,No reportado,No reportado,El Jaguel - Las Manzanas,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,si,144.990000,144.990000,No reportado,No reportado,No reportado,POINT (4386672.661817964 6603896.710152443),-64.182866,-30.697813,82,VILLA GUTIERREZ
2020-01-01,0,No reportado,No reportado,No reportado,2,No reportado,No reportado,No reportado,130202359893,No reportado,No reportado,No reportado,si,No reportado,si,POINT (4395844.629520131 6568448.678671356),No reportado,bpa2020.2099,No reportado,No reportado,si,No reportado,Quinta Griguol Miguel,No reportado,si,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,2.690000,2.000000,No reportado,No reportado,No reportado,POINT (4395844.619180112 6568448.636226583),-64.090761,-31.018326,22,COLONIA CAROYA
2020-01-01,0,No reportado,No reportado,No reportado,2,No reportado,No reportado,No reportado,130202359893,No reportado,No reportado,No reportado,si,No reportado,si,POINT (4395844.629520131 6568448.678671356),No reportado,bpa2020.2099,No reportado,No reportado,si,No reportado,Quinta Griguol Miguel,No reportado,si,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,2.690000,2.000000,No reportado,No reportado,No reportado,POINT (4395844.619180112 6568448.636226583),-64.090761,-31.018326,27,JESUS MARIA
2020-01-01,0,No reportado,No reportado,No reportado,2,No reportado,No reportado,No reportado,130200567596,No reportado,No reportado,No reportado,si,No reportado,si,POINT (4395790.374244563 6568391.259657645),No reportado,bpa2020.2106,No reportado,No reportado,si,No reportado,Quinta Griguol Miguel,No reportado,si,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,6.250000,2.000000,No reportado,No reportado,No reportado,POINT (4395790.413521866 6568391.244375881),-64.091335,-31.018839,22,COLONIA CAROYA
2020-01-01,0,No reportado,No reportado,No reportado,2,No reportado,No reportado,No reportado,130200567596,No reportado,No reportado,No reportado,si,No reportado,si,POINT (4395790.374244563 6568391.259657645),No reportado,bpa2020.2106,No reportado,No reportado,si,No reportado,Quinta Griguol Miguel,No reportado,si,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,6.250000,2.000000,No reportado,No reportado,No reportado,POINT (4395790.413521866 6568391.244375881),-64.091335,-31.018839,27,JESUS MARIA
2020-01-01,0,No reportado,No reportado,No reportado,2,No reportado,No reportado,No reportado,340505218294,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4379782.374648731 6575392.138564127),No reportado,bpa2020.2122,No reportado,No reportado,No reportado,No reportado,Pompeya,No reportado,No reportado,si,No reportado,No reportado,No reportado,si,No reportado,24.870000,24.870000,No reportado,No reportado,No reportado,POINT (4379782.351895605 6575392.171611138),-64.258118,-30.954183,390,ASCOCHINGA
2020-01-01,0,No reportado,No reportado,No reportado,2,No reportado,No reportado,No reportado,130202516328,No reportado,No reportado,No reportado,si,No reportado,si,POINT (4395617.008594205 6569122.6500557475),No reportado,bpa2020.2250,No reportado,No reportado,si,No reportado,Quinta Griguol Jorge,No reportado,si,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,2.110000,2.000000,No reportado,No reportado,No reportado,POINT (4395617.006244726 6569122.635445994),-64.093075,-31.012228,22,COLONIA CAROYA
2020-01-01,0,No reportado,No reportado,No reportado,2,No reportado,No reportado,No reportado,130202516328,No reportado,No reportado,No reportado,si,No reportado,si,POINT (4395617.008594205 6569122.6500557475),No reportado,bpa2020.2250,No reportado,No reportado,si,No reportado,Quinta Griguol Jorge,No reportado,si,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,2.110000,2.000000,No reportado,No reportado,No reportado,POINT (4395617.006244726 6569122.635445994),-64.093075,-31.012228,27,JESUS MARIA
2020-01-01,0,No reportado,No reportado,No reportado,2,No reportado,No reportado,No reportado,130200576536,No reportado,No reportado,No reportado,si,No reportado,si,POINT (4395673.262652902 6569064.4312581625),No reportado,bpa2020.2325,No reportado,No reportado,si,No reportado,Quinta Griguol Jorge,No reportado,si,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,2.110000,2.000000,No reportado,No reportado,No reportado,POINT (4395673.26126621 6569064.481411424),-64.092492,-31.012758,22,COLONIA CAROYA
2020-01-01,0,No reportado,No reportado,No reportado,2,No reportado,No reportado,No reportado,130200576536,No reportado,No reportado,No reportado,si,No reportado,si,POINT (4395673.262652902 6569064.4312581625),No reportado,bpa2020.2325,No reportado,No reportado,si,No reportado,Quinta Griguol Jorge,No reportado,si,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,2.110000,2.000000,No reportado,No reportado,No reportado,POINT (4395673.26126621 6569064.481411424),-64.092492,-31.012758,27,JESUS MARIA
2020-01-01,0,No reportado,No reportado,No reportado,2,No reportado,si,No reportado,170128176716,No reportado,No reportado,No reportado,si,No reportado,No reportado,POINT (4387086.329210904 6596268.911245121),No reportado,bpa2020.2331,No reportado,No reportado,No reportado,No reportado,RED TRUCK,No reportado,si,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,150.000000,142.000000,No reportado,No reportado,No reportado,POINT (4387086.318676988 6596268.932438008),-64.179387,-30.766640,77,CAÑADA DE RIO PINTO
2020-01-01,0,No reportado,No reportado,No reportado,2,No reportado,No reportado,No reportado,130202516425,No reportado,No reportado,No reportado,si,No reportado,si,POINT (4394752.383844878 6567954.534728269),No reportado,bpa2020.2364,No reportado,No reportado,si,No reportado,Finca Pettina,No reportado,si,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,6.330000,6.330000,No reportado,No reportado,No reportado,POINT (4394752.366182506 6567954.546324269),-64.102249,-31.022685,22,COLONIA CAROYA
2020-01-01,0,No reportado,No reportado,No reportado,2,No reportado,No reportado,No reportado,130202516425,No reportado,No reportado,No reportado,si,No reportado,si,POINT (4394752.383844878 6567954.534728269),No reportado,bpa2020.2364,No reportado,No reportado,si,No reportado,Finca Pettina,No reportado,si,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,6.330000,6.330000,No reportado,No reportado,No reportado,POINT (4394752.366182506 6567954.546324269),-64.102249,-31.022685,27,JESUS MARIA
2020-01-01,0,No reportado,No reportado,No reportado,2,No reportado,No reportado,No reportado,170406119265,No reportado,No reportado,No reportado,No reportado,si,si,POINT (4365647.549729234 6619847.015268013),No reportado,bpa2020.2447,No reportado,No reportado,No reportado,No reportado,Establecimiento La Carolina,No reportado,No reportado,si,No reportado,No reportado,No reportado,No reportado,No reportado,100.000000,100.000000,si,No reportado,No reportado,POINT (4365647.589023022 6619847.031490818),-64.400195,-30.551798,416,ISCHILIN VIEJO
2020-01-01,0,No reportado,No reportado,No reportado,2,No reportado,No reportado,No reportado,170406119265,No reportado,No reportado,No reportado,No reportado,si,si,POINT (4365647.549729234 6619847.015268013),No reportado,bpa2020.2447,No reportado,No reportado,No reportado,No reportado,Establecimiento La Carolina,No reportado,No reportado,si,No reportado,No reportado,No reportado,No reportado,No reportado,100.000000,100.000000,si,No reportado,No reportado,POINT (4365647.589023022 6619847.031490818),-64.400195,-30.551798,421,ISCHILIN
2020-01-01,0,No reportado,No reportado,No reportado,2,No reportado,No reportado,No reportado,340501967985,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4379922.182050393 6576028.925754937),No reportado,bpa2020.2521,No reportado,No reportado,No reportado,No reportado,Pompeya,No reportado,No reportado,si,No reportado,No reportado,No reportado,si,No reportado,79.130000,79.130000,No reportado,No reportado,No reportado,POINT (4379922.200307733 6576028.886147529),-64.256580,-30.948455,390,ASCOCHINGA
2020-01-01,0,No reportado,No reportado,No reportado,2,No reportado,No reportado,No reportado,170415071780,No reportado,No reportado,No reportado,No reportado,si,si,POINT (4366662.374480222 6616124.4170188345),No reportado,bpa2020.2546,No reportado,No reportado,No reportado,No reportado,Establecimiento La Carolina,No reportado,No reportado,si,No reportado,No reportado,No reportado,No reportado,No reportado,22.570000,22.000000,si,No reportado,No reportado,POINT (4366662.408588199 6616124.419743428),-64.390100,-30.585480,416,ISCHILIN VIEJO
2020-01-01,0,No reportado,No reportado,No reportado,2,No reportado,No reportado,No reportado,170415071780,No reportado,No reportado,No reportado,No reportado,si,si,POINT (4366662.374480222 6616124.4170188345),No reportado,bpa2020.2546,No reportado,No reportado,No reportado,No reportado,Establecimiento La Carolina,No reportado,No reportado,si,No reportado,No reportado,No reportado,No reportado,No reportado,22.570000,22.000000,si,No reportado,No reportado,POINT (4366662.408588199 6616124.419743428),-64.390100,-30.585480,421,ISCHILIN
2020-01-01,0,No reportado,No reportado,No reportado,2,No reportado,No reportado,No reportado,340501968345,No reportado,No reportado,No reportado,No reportado,si,si,POINT (4382245.146454191 6591615.0603137845),No reportado,bpa2020.2565,No reportado,No reportado,No reportado,No reportado,LA DIVISION,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,80.000000,80.000000,si,No reportado,No reportado,POINT (4382245.141027114 6591615.073455555),-64.230478,-30.808138,77,CAÑADA DE RIO PINTO
2020-01-01,0,No reportado,No reportado,No reportado,2,No reportado,No reportado,No reportado,340509159349,No reportado,No reportado,No reportado,si,si,No reportado,POINT (4390981.8984205 6575484.145904094),No reportado,bpa2020.2607,No reportado,No reportado,No reportado,No reportado,UNIDAD 1,No reportado,si,No reportado,No reportado,No reportado,No reportado,si,No reportado,26.130000,26.130000,No reportado,No reportado,No reportado,POINT (4390981.900290955 6575484.111132095),-64.140922,-30.954441,27,JESUS MARIA
2020-01-01,0,No reportado,No reportado,No reportado,2,No reportado,No reportado,No reportado,340509159349,No reportado,No reportado,No reportado,si,si,No reportado,POINT (4390981.8984205 6575484.145904094),No reportado,bpa2020.2607,No reportado,No reportado,No reportado,No reportado,UNIDAD 1,No reportado,si,No reportado,No reportado,No reportado,No reportado,si,No reportado,26.130000,26.130000,No reportado,No reportado,No reportado,POINT (4390981.900290955 6575484.111132095),-64.140922,-30.954441,344,SINSACATE
2020-01-01,0,No reportado,si,No reportado,3,No reportado,No reportado,No reportado,130204769096,No reportado,No reportado,No reportado,No reportado,si,si,POINT (4400308.65363826 6571078.889049544),No reportado,bpa2020.2674,No reportado,No reportado,No reportado,No reportado,LOTES,No reportado,No reportado,si,No reportado,No reportado,No reportado,si,No reportado,5.020000,5.020000,No reportado,No reportado,No reportado,POINT (4400308.610723798 6571078.933072453),-64.043760,-30.994993,22,COLONIA CAROYA
2020-01-01,0,No reportado,si,No reportado,3,No reportado,No reportado,No reportado,130204769096,No reportado,No reportado,No reportado,No reportado,si,si,POINT (4400308.65363826 6571078.889049544),No reportado,bpa2020.2674,No reportado,No reportado,No reportado,No reportado,LOTES,No reportado,No reportado,si,No reportado,No reportado,No reportado,si,No reportado,5.020000,5.020000,No reportado,No reportado,No reportado,POINT (4400308.610723798 6571078.933072453),-64.043760,-30.994993,27,JESUS MARIA
2020-01-01,0,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,340412052515,No reportado,No reportado,No reportado,si,si,No reportado,POINT (4399942.966645017 6577877.620131765),No reportado,bpa2020.2684,No reportado,No reportado,No reportado,No reportado,LA VIRGINIA,No reportado,si,No reportado,No reportado,No reportado,si,si,No reportado,87.370000,87.370000,No reportado,No reportado,No reportado,POINT (4399942.981876719 6577877.6343485),-64.046919,-30.933650,344,SINSACATE
2020-01-01,0,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350301981334,No reportado,No reportado,No reportado,si,si,No reportado,POINT (4391686.429828666 6637771.750243807),No reportado,bpa2020.2748,No reportado,No reportado,No reportado,No reportado,ferri,No reportado,si,si,No reportado,No reportado,si,No reportado,No reportado,4.940000,4.940000,No reportado,No reportado,No reportado,POINT (4391686.426592774 6637771.733957714),-64.127009,-30.392777,354,TULUMBA
2020-01-01,0,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,170404183055,No reportado,No reportado,No reportado,si,si,No reportado,POINT (4366590.710837061 6616597.719464882),No reportado,bpa2020.2764,No reportado,No reportado,No reportado,No reportado,La Lomita,No reportado,si,si,No reportado,No reportado,si,No reportado,No reportado,25.000000,1.000000,No reportado,No reportado,No reportado,POINT (4366590.754736622 6616597.69540978),-64.390786,-30.581204,416,ISCHILIN VIEJO
2020-01-01,0,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,170404183055,No reportado,No reportado,No reportado,si,si,No reportado,POINT (4366590.710837061 6616597.719464882),No reportado,bpa2020.2764,No reportado,No reportado,No reportado,No reportado,La Lomita,No reportado,si,si,No reportado,No reportado,si,No reportado,No reportado,25.000000,1.000000,No reportado,No reportado,No reportado,POINT (4366590.754736622 6616597.69540978),-64.390786,-30.581204,421,ISCHILIN
